title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,na_sales_proportion,jp_sales_proportion,pal_sales_proportion,other_sales_proportion
Dynasty Warriors 6 Empires,PS3,Action,KOEI,Omega Force,6.4,0.34,0.14,0.15,0.03,0.02,2009-06-23,0.411764705882353,0.4411764705882352,0.08823529411764705,0.058823529411764705
Battalion Wars 2,Wii,Strategy,Nintendo,Kuju Entertainment,7.7,0.34,0.22,0.08,0.02,0.02,2007-10-29,0.6470588235294117,0.23529411764705882,0.058823529411764705,0.058823529411764705
Dynasty Warriors: Gundam 2,PS2,Action,Namco Bandai,Omega Force,4.9,0.34,0.04,0.25,0.03,0.01,2009-04-21,0.11764705882352941,0.7352941176470588,0.08823529411764705,0.029411764705882353
Dynasty Warriors 5 Empires,PS2,Action,KOEI,Omega Force,6.3,0.34,0.11,0.12,0.09,0.03,2006-03-28,0.32352941176470584,0.3529411764705882,0.2647058823529411,0.08823529411764705
Tenchu Z,X360,Action,Microsoft,K2 LLC,5.7,0.34,0.27,0.02,0.02,0.03,2007-06-12,0.7941176470588235,0.058823529411764705,0.058823529411764705,0.08823529411764705
Star Ocean: Second Evolution,PSP,Role-Playing,Square Enix,TOSE Software,8.0,0.34,0.14,0.16,0.02,0.02,2009-01-20,0.411764705882353,0.47058823529411764,0.058823529411764705,0.058823529411764705
Lord of Arcana,PSP,Role-Playing,Square Enix,Square Enix,4.7,0.34,0.08,0.17,0.05,0.04,2011-01-25,0.23529411764705882,0.5,0.14705882352941177,0.11764705882352941
Dead or Alive 5,X360,Fighting,Tecmo Koei,Team Ninja,7.6,0.33,0.2,0.03,0.08,0.03,2012-09-25,0.6060606060606061,0.0909090909090909,0.24242424242424243,0.0909090909090909
Street Fighter Alpha 3 MAX,PSP,Fighting,Capcom,Capcom,7.8,0.33,0.27,0.02,0.01,0.03,2006-02-07,0.8181818181818182,0.06060606060606061,0.030303030303030304,0.0909090909090909
Kirby: Battle Royale,3DS,Fighting,Nintendo,HAL Laboratory,6.0,0.33,0.07,0.2,0.05,0.01,2018-01-19,0.21212121212121213,0.6060606060606061,0.15151515151515152,0.030303030303030304
Fracture,X360,Shooter,LucasArts,Day 1 Studios,4.0,0.33,0.15,0.0,0.14,0.04,2008-10-07,0.45454545454545453,0.0,0.42424242424242425,0.12121212121212122
Clock Tower 3,PS2,Adventure,Capcom,SunSoft,7.0,0.33,0.1,0.12,0.08,0.03,2003-03-18,0.30303030303030304,0.3636363636363636,0.24242424242424243,0.0909090909090909
Dr. Mario / Puzzle League,GBA,Puzzle,Nintendo,Intelligent Systems,7.5,0.33,0.12,0.16,0.04,0.01,2005-11-28,0.3636363636363636,0.48484848484848486,0.12121212121212122,0.030303030303030304
Bomberman World,PS,Puzzle,Atlus,Hudson Soft,6.5,0.33,0.06,0.22,0.04,0.02,1998-09-22,0.1818181818181818,0.6666666666666666,0.12121212121212122,0.06060606060606061
Planet Puzzle League,DS,Puzzle,Nintendo,Intelligent Systems,8.6,0.33,0.14,0.16,0.01,0.01,2007-06-04,0.42424242424242425,0.48484848484848486,0.030303030303030304,0.030303030303030304
Mega Man ZX Advent,DS,Platform,Capcom,Inti Creates,7.6,0.33,0.22,0.09,0.0,0.02,2007-10-23,0.6666666666666666,0.2727272727272727,0.0,0.06060606060606061
NBA 2K10,PSP,Sports,2K Sports,Visual Concepts,5.5,0.33,0.3,0.0,0.0,0.03,2009-10-06,0.9090909090909091,0.0,0.0,0.0909090909090909
Etrian Odyssey,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,7.4,0.33,0.19,0.09,0.03,0.02,2007-05-15,0.5757575757575757,0.2727272727272727,0.0909090909090909,0.06060606060606061
Resonance of Fate,X360,Role-Playing,Sega,tri-Ace,7.4,0.33,0.12,0.06,0.13,0.03,2010-03-16,0.3636363636363636,0.1818181818181818,0.3939393939393939,0.0909090909090909
Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Atlus,8.0,0.33,0.17,0.08,0.06,0.02,2016-06-24,0.5151515151515151,0.24242424242424243,0.1818181818181818,0.06060606060606061
Disgaea 2: Cursed Memories,PS2,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.33,0.09,0.15,0.07,0.02,2006-08-29,0.2727272727272727,0.45454545454545453,0.21212121212121213,0.06060606060606061
Capcom Classics Collection Reloaded,PSP,Misc,Capcom,Capcom,7.1,0.33,0.26,0.03,0.0,0.03,2006-10-24,0.7878787878787878,0.0909090909090909,0.0,0.0909090909090909
Klonoa 2: Lunatea's Veil,PS2,Platform,Namco,Namco,9.4,0.33,0.12,0.08,0.1,0.03,2001-07-25,0.3636363636363636,0.24242424242424243,0.30303030303030304,0.0909090909090909
Classic NES Series: Castlevania,GBA,Platform,Nintendo,Konami,7.4,0.33,0.17,0.09,0.06,0.01,2004-10-25,0.5151515151515151,0.2727272727272727,0.1818181818181818,0.030303030303030304
Ninja Blade,X360,Action,Microsoft,From Software,6.7,0.33,0.14,0.02,0.14,0.03,2009-04-07,0.42424242424242425,0.06060606060606061,0.42424242424242425,0.0909090909090909
Folklore,PS3,Role-Playing,Sony Computer Entertainment,Game Republic,7.5,0.32,0.2,0.05,0.04,0.03,2007-10-09,0.625,0.15625,0.125,0.09375
Bleach: Shattered Blade,Wii,Fighting,Sega,Polygon Magic,5.3,0.32,0.21,0.08,0.01,0.02,2007-10-09,0.65625,0.25,0.03125,0.0625
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Role-Playing,Atlus,Atlus Co.,7.0,0.32,0.14,0.11,0.04,0.04,2011-09-20,0.43750000000000006,0.34375,0.125,0.125
Final Fantasy XI: Online,PS2,MMO,Square Enix,Square Enix,8.4,0.32,0.08,0.15,0.06,0.02,2004-09-21,0.25,0.46875,0.1875,0.0625
Eternal Sonata,X360,Role-Playing,Namco Bandai,Tri-Crescendo,7.9,0.32,0.19,0.08,0.04,0.02,2007-09-17,0.59375,0.25,0.125,0.0625
Chibi-Robo! Zip Lash,3DS,Platform,Nintendo,Nintendo,5.5,0.32,0.14,0.07,0.09,0.02,2015-10-09,0.43750000000000006,0.21875000000000003,0.28125,0.0625
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,Square Enix,6.5,0.32,0.28,0.02,0.0,0.03,2007-11-20,0.8750000000000001,0.0625,0.0,0.09375
Beautiful Katamari,X360,Puzzle,Namco Bandai,Now Production,7.3,0.32,0.14,0.15,0.02,0.02,2007-10-16,0.43750000000000006,0.46875,0.0625,0.0625
Elebits,Wii,Action,Konami,Konami,7.3,0.32,0.22,0.08,0.01,0.02,2006-12-12,0.6875,0.25,0.03125,0.0625
Dead Rising 2: Off the Record,PS3,Action,Capcom,Blue Castle Games,7.1,0.32,0.11,0.1,0.08,0.03,2011-10-11,0.34375,0.3125,0.25,0.09375
Singularity,X360,Shooter,Activision,Raven Software,7.7,0.32,0.24,0.0,0.04,0.03,2010-06-29,0.75,0.0,0.125,0.09375
Test Drive Unlimited,X360,Racing,Atari,Eden Studios,8.0,0.32,0.23,0.02,0.04,0.02,2006-09-05,0.71875,0.0625,0.125,0.0625
Operation Flashpoint: Red River,PS3,Shooter,Codemasters,Codemasters,6.8,0.32,0.06,0.07,0.14,0.05,2011-06-07,0.1875,0.21875000000000003,0.43750000000000006,0.15625
BlazBlue: Continuum Shift,X360,Fighting,Aksys Games,Arc System Works,8.6,0.32,0.23,0.02,0.04,0.02,2010-07-27,0.71875,0.0625,0.125,0.0625
Fuel,X360,Racing,Codemasters,Asobo Studio,6.6,0.31,0.09,0.0,0.18,0.04,2009-06-02,0.29032258064516125,0.0,0.5806451612903225,0.12903225806451613
Catherine,X360,Puzzle,Atlus,Atlus,7.9,0.31,0.2,0.03,0.06,0.02,2011-07-26,0.6451612903225807,0.0967741935483871,0.1935483870967742,0.06451612903225806
Namco Museum: Virtual Arcade,X360,Misc,Namco Bandai,Namco Bandai Games,7.0,0.31,0.27,0.01,0.01,0.02,2008-11-04,0.870967741935484,0.03225806451612903,0.03225806451612903,0.06451612903225806
NBA Live 08,PSP,Sports,Electronic Arts,EA Canada,6.8,0.31,0.28,0.0,0.0,0.02,2007-10-01,0.903225806451613,0.0,0.0,0.06451612903225806
Silent Hill: Shattered Memories,PSP,Adventure,Konami,Climax Group,7.8,0.31,0.09,0.01,0.13,0.07,2010-01-19,0.29032258064516125,0.03225806451612903,0.41935483870967744,0.22580645161290325
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,Strategy,Konami,Konami,7.6,0.31,0.18,0.09,0.02,0.02,2010-02-23,0.5806451612903225,0.29032258064516125,0.06451612903225806,0.06451612903225806
Mega Man Zero Collection,DS,Platform,Capcom,Inti Creates,7.5,0.31,0.17,0.11,0.01,0.02,2010-06-08,0.5483870967741936,0.3548387096774194,0.03225806451612903,0.06451612903225806
Bust-A-Move Universe,3DS,Puzzle,Square Enix,Arika,5.6,0.31,0.08,0.06,0.15,0.02,2011-03-27,0.25806451612903225,0.1935483870967742,0.48387096774193544,0.06451612903225806
The King of Fighters XIII,PS3,Fighting,Atlus,SNK Playmore Corporation,7.8,0.3,0.17,0.04,0.07,0.03,2011-11-22,0.5666666666666668,0.13333333333333333,0.23333333333333336,0.1
Dynasty Warriors 6,X360,Action,KOEI,Omega Force,6.2,0.3,0.15,0.06,0.06,0.02,2008-02-19,0.5,0.2,0.2,0.06666666666666667
Tom Clancy's Splinter Cell 3D,3DS,Action,Ubisoft,Gameloft,8.0,0.3,0.14,0.07,0.07,0.02,2011-04-10,0.46666666666666673,0.23333333333333336,0.23333333333333336,0.06666666666666667
Resident Evil Archives: Resident Evil,Wii,Action,Capcom,Capcom Production Studio 4,7.6,0.3,0.16,0.08,0.04,0.02,2009-06-23,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667
N3: Ninety-Nine Nights,X360,Action,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,0.3,0.2,0.05,0.03,0.02,2006-08-15,0.6666666666666667,0.16666666666666669,0.1,0.06666666666666667
Monopoly for Nintendo Switch,NS,Board Game,Ubisoft,Engine Software,5.3,0.3,0.06,0.01,0.22,0.02,2017-10-31,0.2,0.03333333333333333,0.7333333333333334,0.06666666666666667
F1 2013,X360,Racing,Codemasters,Codemasters Birmingham,7.9,0.3,0.01,0.0,0.28,0.02,2013-10-08,0.03333333333333333,0.0,0.9333333333333335,0.06666666666666667
Magna Carta 2,X360,Role-Playing,Namco Bandai,SoftMax,6.6,0.3,0.13,0.07,0.07,0.02,2009-10-13,0.43333333333333335,0.23333333333333336,0.23333333333333336,0.06666666666666667
Ever Oasis,3DS,Role-Playing,Nintendo,GREZZO,8.1,0.29,0.13,0.05,0.08,0.02,2017-06-23,0.4482758620689656,0.1724137931034483,0.2758620689655173,0.06896551724137932
NieR,X360,Role-Playing,Square Enix,Cavia Inc.,6.4,0.29,0.13,0.04,0.1,0.02,2010-04-27,0.4482758620689656,0.13793103448275865,0.3448275862068966,0.06896551724137932
"Sakura Wars: So Long, My Love",PS2,Role-Playing,NIS America,RED Entertainment,8.8,0.29,0.07,0.15,0.05,0.02,2010-03-30,0.24137931034482762,0.5172413793103449,0.1724137931034483,0.06896551724137932
Overcooked! 2,NS,Simulation,Sold Out,Ghost Town Games,8.4,0.29,0.17,0.01,0.09,0.03,2018-08-07,0.5862068965517242,0.03448275862068966,0.3103448275862069,0.10344827586206896
Ace Combat: Joint Assault,PSP,Simulation,Namco Bandai,Project ACES,7.0,0.29,0.06,0.15,0.05,0.03,2010-08-31,0.20689655172413793,0.5172413793103449,0.1724137931034483,0.10344827586206896
Trauma Center: New Blood,Wii,Simulation,Atlus,Atlus Co.,7.5,0.29,0.22,0.01,0.04,0.02,2007-11-20,0.7586206896551725,0.03448275862068966,0.13793103448275865,0.06896551724137932
The Legend of Legacy,3DS,Role-Playing,Atlus,Cattle Call,6.0,0.29,0.14,0.11,0.02,0.02,2015-10-13,0.48275862068965525,0.37931034482758624,0.06896551724137932,0.06896551724137932
Majin and the Forsaken Kingdom,PS3,Adventure,Namco Bandai,Game Republic,7.0,0.29,0.09,0.01,0.14,0.05,2010-11-23,0.3103448275862069,0.03448275862068966,0.48275862068965525,0.1724137931034483
Feel the Magic XY/XX,DS,Puzzle,Sega,Sonic Team,7.7,0.29,0.17,0.1,0.0,0.02,2004-11-16,0.5862068965517242,0.3448275862068966,0.0,0.06896551724137932
Dead Rising: Chop Till You Drop,Wii,Action,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,0.29,0.15,0.05,0.07,0.02,2009-02-24,0.5172413793103449,0.1724137931034483,0.24137931034482762,0.06896551724137932
Sengoku Basara: Samurai Heroes,Wii,Action,Capcom,Capcom,6.0,0.29,0.06,0.2,0.02,0.01,2010-10-12,0.20689655172413793,0.6896551724137931,0.06896551724137932,0.03448275862068966
Warriors Orochi 2,PSP,Action,KOEI,Omega Force,5.3,0.29,0.06,0.22,0.0,0.01,2009-08-25,0.20689655172413793,0.7586206896551725,0.0,0.03448275862068966
Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,Omega Force,6.8,0.29,0.11,0.07,0.08,0.03,2010-02-16,0.37931034482758624,0.24137931034482762,0.2758620689655173,0.10344827586206896
Trace Memory,DS,Adventure,Nintendo,Cing,6.5,0.29,0.15,0.12,0.01,0.01,2005-09-26,0.5172413793103449,0.41379310344827586,0.03448275862068966,0.03448275862068966
Wanted: Weapons of Fate,PS3,Shooter,Warner Bros. Interactive,GRIN,6.2,0.29,0.14,0.01,0.1,0.04,2009-03-24,0.48275862068965525,0.03448275862068966,0.3448275862068966,0.13793103448275865
Patapon 3,PSP,Platform,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,0.28,0.05,0.17,0.04,0.02,2011-04-12,0.17857142857142858,0.6071428571428571,0.14285714285714285,0.07142857142857142
Rhythm Thief & the Emperor's Treasure,3DS,Misc,Sega,Sega,7.5,0.28,0.07,0.12,0.07,0.01,2012-07-10,0.25,0.4285714285714285,0.25,0.03571428571428571
WarioWare Gold,3DS,Misc,Nintendo,Intelligent Systems,8.1,0.28,0.11,0.13,0.03,0.01,2018-08-03,0.39285714285714285,0.46428571428571425,0.10714285714285712,0.03571428571428571
Darksiders,PS3,Action,THQ,Vigil Games,7.8,0.28,0.02,0.02,0.14,0.1,2010-01-05,0.07142857142857142,0.07142857142857142,0.5,0.35714285714285715
El Shaddai: Ascension of the Metatron,PS3,Action,Ignition Entertainment,Ignition Entertainment,8.0,0.28,0.11,0.08,0.07,0.03,2011-08-16,0.39285714285714285,0.2857142857142857,0.25,0.10714285714285712
Bladestorm: The Hundred Years' War,PS3,Action,KOEI,Omega Force,5.8,0.28,0.1,0.14,0.03,0.02,2007-11-06,0.35714285714285715,0.5,0.10714285714285712,0.07142857142857142
Operation Flashpoint: Red River,X360,Shooter,Codemasters,Codemasters,7.0,0.28,0.1,0.01,0.14,0.03,2011-06-07,0.35714285714285715,0.03571428571428571,0.5,0.10714285714285712
Dead to Rights: Retribution,PS3,Shooter,Namco Bandai,Volatile Games,6.0,0.28,0.1,0.02,0.12,0.05,2010-04-27,0.35714285714285715,0.07142857142857142,0.4285714285714285,0.17857142857142858
Armored Core: Project Phantasma,PS,Simulation,ASCII Entertainment,From Software,7.2,0.28,0.06,0.15,0.04,0.02,1998-09-30,0.21428571428571425,0.5357142857142857,0.14285714285714285,0.07142857142857142
Etrian Mystery Dungeon,3DS,Role-Playing,Atlus,Spike Chunsoft,7.6,0.28,0.11,0.14,0.01,0.01,2015-04-07,0.39285714285714285,0.5,0.03571428571428571,0.03571428571428571
Shadow Hearts,PS2,Role-Playing,Midway Games,Sacnoth,7.0,0.28,0.09,0.1,0.07,0.02,2001-12-11,0.3214285714285714,0.35714285714285715,0.25,0.07142857142857142
Dead or Alive,PS,Fighting,Tecmo,Team Ninja,8.3,0.28,0.09,0.1,0.06,0.02,1998-03-31,0.3214285714285714,0.35714285714285715,0.21428571428571425,0.07142857142857142
Virtua Fighter 5 Online,X360,Fighting,Sega,Sega-AM2,9.2,0.28,0.2,0.03,0.02,0.02,2007-10-30,0.7142857142857143,0.10714285714285712,0.07142857142857142,0.07142857142857142
Mega Man ZX,DS,Platform,Capcom,Inti Creates,8.1,0.28,0.16,0.1,0.0,0.02,2006-09-12,0.5714285714285714,0.35714285714285715,0.0,0.07142857142857142
DeathSmiles,X360,Shooter,Aksys Games,Cave,8.0,0.28,0.15,0.05,0.06,0.02,2010-06-29,0.5357142857142857,0.17857142857142858,0.21428571428571425,0.07142857142857142
Mister Mosquito,PS2,Shooter,Eidos Interactive,Zoom Inc.,6.6,0.28,0.05,0.17,0.04,0.01,2002-03-12,0.17857142857142858,0.6071428571428571,0.14285714285714285,0.03571428571428571
Dragon Ball Z: Tenkaichi Tag Team,PSP,Fighting,Namco Bandai,Dimps Corporation,6.0,0.27,0.11,0.09,0.04,0.03,2010-10-19,0.4074074074074074,0.3333333333333333,0.14814814814814814,0.1111111111111111
Lightning Returns: Final Fantasy XIII,X360,Misc,Square Enix,Unknown,6.4,0.27,0.15,0.01,0.08,0.02,2014-02-11,0.5555555555555555,0.037037037037037035,0.2962962962962963,0.07407407407407407
Pac-Pix,DS,Puzzle,Namco,Namco,6.8,0.27,0.16,0.1,0.0,0.01,2005-04-26,0.5925925925925926,0.37037037037037035,0.0,0.037037037037037035
Shadows of the Damned,PS3,Action,Electronic Arts,Grasshopper Manufacture,7.9,0.27,0.11,0.04,0.09,0.03,2011-06-21,0.4074074074074074,0.14814814814814814,0.3333333333333333,0.1111111111111111
R.U.S.E.,X360,Strategy,Ubisoft,Eugen Systems,8.0,0.27,0.12,0.0,0.11,0.02,2010-09-07,0.4444444444444444,0.0,0.4074074074074074,0.07407407407407407
The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,Square Enix,7.4,0.27,0.14,0.03,0.08,0.02,2018-10-12,0.5185185185185185,0.1111111111111111,0.2962962962962963,0.07407407407407407
Suikoden Tierkreis,DS,Role-Playing,Konami,Konami,7.7,0.27,0.09,0.15,0.02,0.01,2009-03-17,0.3333333333333333,0.5555555555555555,0.07407407407407407,0.037037037037037035
Etrian Odyssey V: Beyond the Myth,3DS,Role-Playing,Atlus,Atlus,7.9,0.27,0.11,0.14,0.01,0.01,2017-10-17,0.4074074074074074,0.5185185185185185,0.037037037037037035,0.037037037037037035
Etrian Odyssey: Millennium Girl,3DS,Role-Playing,Atlus,Atlus,8.1,0.26,0.1,0.14,0.01,0.01,2013-10-01,0.38461538461538464,0.5384615384615385,0.038461538461538464,0.038461538461538464
King's Field II,PS,Role-Playing,ASCII Entertainment,From Software,7.3,0.26,0.08,0.11,0.06,0.02,1996-10-31,0.3076923076923077,0.4230769230769231,0.23076923076923075,0.07692307692307693
Stella Glow,3DS,Role-Playing,Atlus,imageepoch Inc.,7.5,0.26,0.17,0.06,0.01,0.02,2015-11-17,0.6538461538461539,0.23076923076923075,0.038461538461538464,0.07692307692307693
Armored Core: Master of Arena,PS,Simulation,Agetec,From Software,7.2,0.26,0.07,0.13,0.05,0.02,2000-02-29,0.2692307692307693,0.5,0.19230769230769232,0.07692307692307693
Bust A Groove 2,PS,Misc,Enix,Metro,7.0,0.26,0.04,0.18,0.03,0.02,1999-03-31,0.15384615384615385,0.6923076923076923,0.11538461538461538,0.07692307692307693
Metroid Prime Pinball,DS,Misc,Nintendo,Fuse Games Limited,7.6,0.26,0.22,0.02,0.0,0.02,2005-10-24,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
Castlevania: Harmony of Dissonance,GBA,Platform,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.04,0.06,0.0,2002-09-16,0.6153846153846154,0.15384615384615385,0.23076923076923075,0.0
Polarium,DS,Puzzle,Nintendo,Mitchell,7.6,0.26,0.13,0.11,0.01,0.01,2005-04-18,0.5,0.4230769230769231,0.038461538461538464,0.038461538461538464
Resident Evil: Revelations,X360,Shooter,Capcom,Capcom,7.4,0.26,0.12,0.02,0.1,0.02,2013-05-21,0.4615384615384615,0.07692307692307693,0.38461538461538464,0.07692307692307693
Panzer Dragoon Orta,XB,Shooter,Sega,Smilebit,8.8,0.26,0.16,0.04,0.05,0.01,2003-01-12,0.6153846153846154,0.15384615384615385,0.19230769230769232,0.038461538461538464
Resident Evil: Deadly Silence,DS,Action,Capcom,Capcom,6.7,0.26,0.11,0.11,0.02,0.01,2006-02-07,0.4230769230769231,0.4230769230769231,0.07692307692307693,0.038461538461538464
Deadly Premonition,X360,Action,Ignition Entertainment,Access Games,6.0,0.26,0.18,0.0,0.06,0.02,2010-02-23,0.6923076923076923,0.0,0.23076923076923075,0.07692307692307693
Sonic Boom: Fire & Ice,3DS,Platform,Sega,Sanzaru Games,6.9,0.25,0.14,0.02,0.08,0.02,2016-09-27,0.56,0.08,0.32,0.08
Ace Combat: Assault Horizon Legacy,3DS,Simulation,Namco Bandai,Namco Bandai Games,7.0,0.25,0.1,0.08,0.06,0.01,2011-11-15,0.4,0.32,0.24,0.04
Armored Core 4,X360,Simulation,Sega,From Software,6.5,0.25,0.19,0.03,0.01,0.02,2007-03-20,0.76,0.12,0.04,0.08
Bomberman Tournament,GBA,Puzzle,Activision,Hudson Soft,8.8,0.25,0.1,0.1,0.04,0.01,2001-06-26,0.4,0.4,0.16,0.04
Dead or Alive Xtreme 2,X360,Sports,Tecmo,Team Ninja,5.3,0.25,0.15,0.06,0.02,0.02,2006-11-13,0.6,0.24,0.08,0.08
Spirit Camera: The Cursed Memoir,3DS,Action-Adventure,Nintendo,Tecmo Koei Games,5.7,0.25,0.15,0.06,0.02,0.02,2012-04-13,0.6,0.24,0.08,0.08
Hunted: The Demon's Forge,PS3,Role-Playing,Bethesda Softworks,InXile Entertainment,6.1,0.25,0.12,0.02,0.09,0.03,2011-05-31,0.48,0.08,0.36,0.12
Disgaea 2: Dark Hero Days,PSP,Role-Playing,NIS America,Nippon Ichi Software,8.1,0.25,0.1,0.12,0.01,0.02,2009-09-08,0.4,0.48,0.04,0.08
Hybrid Heaven,N64,Role-Playing,Konami,KCEO,7.0,0.25,0.16,0.05,0.04,0.0,1999-09-01,0.64,0.2,0.16,0.0
Bomberman Generation,GC,Adventure,Majesco,Game Arts,8.4,0.25,0.15,0.06,0.04,0.01,2002-06-03,0.6,0.24,0.16,0.04
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,Square Enix,6.9,0.25,0.13,0.05,0.06,0.02,2009-03-24,0.52,0.2,0.24,0.08
Game & Wario,WiiU,Party,Nintendo,Intelligent Systems,6.2,0.25,0.06,0.12,0.06,0.01,2013-06-23,0.24,0.48,0.24,0.04
Sid Meier's Civilization VI,NS,Strategy,2K Games,Firaxis Games,9.4,0.25,0.12,0.01,0.11,0.02,2018-11-16,0.48,0.04,0.44,0.08
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,Gust,7.0,0.24,0.08,0.13,0.01,0.01,2011-03-15,0.33333333333333337,0.5416666666666667,0.04166666666666667,0.04166666666666667
Disney Epic Mickey 2: The Power of Two,WiiU,Platform,Disney Interactive Studios,Junction Point Studios,5.9,0.24,0.13,0.01,0.08,0.02,2012-11-18,0.5416666666666667,0.04166666666666667,0.33333333333333337,0.08333333333333334
Dynasty Warriors 6 Empires,X360,Action,KOEI,Omega Force,6.3,0.24,0.16,0.04,0.02,0.02,2009-06-23,0.6666666666666667,0.16666666666666669,0.08333333333333334,0.08333333333333334
Singularity,PS3,Shooter,Activision,Raven Software,7.8,0.24,0.17,0.01,0.03,0.03,2010-06-29,0.7083333333333334,0.04166666666666667,0.125,0.125
Resident Evil Archives: Resident Evil Zero,Wii,Action,Capcom,Capcom Production Studio 4,5.8,0.24,0.13,0.06,0.04,0.01,2009-12-01,0.5416666666666667,0.25,0.16666666666666669,0.04166666666666667
7th Dragon III Code: VFD,3DS,Role-Playing,Sega,Sega,7.5,0.24,0.06,0.13,0.04,0.01,2016-07-12,0.25,0.5416666666666667,0.16666666666666669,0.04166666666666667
Disgaea: Afternoon of Darkness,PSP,Role-Playing,NIS America,Nippon Ichi Software,8.7,0.24,0.15,0.04,0.02,0.02,2007-10-30,0.625,0.16666666666666669,0.08333333333333334,0.08333333333333334
Virtua Tennis 4,X360,Sports,Sega,Sega-AM2,6.5,0.24,0.12,0.01,0.09,0.02,2011-05-10,0.5,0.04166666666666667,0.375,0.08333333333333334
NBA Live 10,PSP,Sports,EA Sports,EA Canada,5.9,0.24,0.21,0.01,0.0,0.02,2009-10-06,0.875,0.04166666666666667,0.0,0.08333333333333334
Luminous Arc,DS,Role-Playing,Atlus,imageepoch Inc.,6.8,0.24,0.16,0.06,0.0,0.01,2007-08-14,0.6666666666666667,0.25,0.0,0.04166666666666667
Avalon Code,DS,Role-Playing,Marvelous Interactive,Matrix Software,7.1,0.24,0.11,0.12,0.0,0.01,2009-03-10,0.45833333333333337,0.5,0.0,0.04166666666666667
Fuel,PS3,Racing,Codemasters,Asobo Studio,6.6,0.24,0.08,0.0,0.11,0.04,2009-06-02,0.33333333333333337,0.0,0.45833333333333337,0.16666666666666669
Valhalla Knights,PSP,Role-Playing,Xseed Games,K2 LLC,5.2,0.24,0.15,0.07,0.0,0.01,2007-04-17,0.625,0.2916666666666667,0.0,0.04166666666666667
Risen 2: Dark Waters,PS3,Role-Playing,Deep Silver,Piranha Bytes,5.5,0.23,0.04,0.01,0.14,0.03,2012-07-31,0.17391304347826086,0.043478260869565216,0.6086956521739131,0.13043478260869565
Attack on Titan 2,NS,Action,Koei Tecmo,Omega Force,7.0,0.23,0.12,0.08,0.02,0.02,2018-03-20,0.5217391304347826,0.34782608695652173,0.08695652173913043,0.08695652173913043
Hot Shots Tennis: Get a Grip,PSP,Sports,Sony Computer Entertainment,Clap Hanz,8.0,0.23,0.08,0.13,0.0,0.02,2010-06-29,0.34782608695652173,0.5652173913043478,0.0,0.08695652173913043
Cross Edge,PS3,Role-Playing,NIS America,Compile Heart,5.4,0.23,0.14,0.05,0.02,0.02,2009-05-26,0.6086956521739131,0.21739130434782608,0.08695652173913043,0.08695652173913043
Dynasty Warriors: Strikeforce,X360,Action,Tecmo Koei,Omega Force,7.3,0.23,0.13,0.02,0.06,0.02,2010-02-16,0.5652173913043478,0.08695652173913043,0.2608695652173913,0.08695652173913043
Meteos,DS,Puzzle,Nintendo,Q Entertainment,8.8,0.23,0.15,0.06,0.01,0.01,2005-06-28,0.6521739130434782,0.2608695652173913,0.043478260869565216,0.043478260869565216
F1 2014,X360,Racing,Codemasters,Codemasters Birmingham,6.5,0.23,0.08,0.0,0.13,0.02,2014-10-21,0.34782608695652173,0.0,0.5652173913043478,0.08695652173913043
Valhalla Knights 2,PSP,Role-Playing,Xseed Games,K2 LLC,5.0,0.23,0.09,0.12,0.0,0.01,2008-10-01,0.3913043478260869,0.5217391304347826,0.0,0.043478260869565216
Lunar Knights,DS,Role-Playing,Konami,Kojima Productions,8.2,0.23,0.17,0.04,0.01,0.01,2007-02-06,0.7391304347826088,0.17391304347826086,0.043478260869565216,0.043478260869565216
Dragon Quest Builders: Revive Alefgard,NS,Role-Playing,Square Enix,Square Enix,8.0,0.22,0.07,0.07,0.07,0.01,2018-02-09,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.045454545454545456
Life Is Strange: Before the Storm,PS4,Adventure,Square Enix,Deck Nine,7.5,0.22,0.11,0.02,0.06,0.03,2018-03-06,0.5,0.09090909090909091,0.2727272727272727,0.13636363636363635
Afrika,PS3,Adventure,Natsume,Rhino Studios,6.0,0.22,0.12,0.08,0.0,0.01,2009-10-06,0.5454545454545454,0.36363636363636365,0.0,0.045454545454545456
